NACE732;NACE732_LIB;NACE88;NACE88_LIB;NACE38;NACE38_LIB;NACE17;NACE17_LIB;NACE4;NACE4_LIB;NACE_GS;NACE_GS_LIB
3521Z;Production de combustibles gazeux;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DZ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3522Z;Distribution de combustibles gazeux par conduites;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DZ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3523Z;Commerce de combustibles gazeux par conduites;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DZ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3530Z;Production et distribution de vapeur et d'air conditionné;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DZ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3600Z;Captage, traitement et distribution d'eau;36;Captage, traitement et distribution d'eau;EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3700Z;Collecte et traitement des eaux usées;37;Collecte et traitement des eaux usées;EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3811Z;Collecte des déchets non dangereux;38;"Collecte, traitement et élimination des déchets ; récupération";EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3812Z;Collecte des déchets dangereux;38;"Collecte, traitement et élimination des déchets ; récupération";EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3821Z;Traitement et élimination des déchets non dangereux;38;"Collecte, traitement et élimination des déchets ; récupération";EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3822Z;Traitement et élimination des déchets dangereux;38;"Collecte, traitement et élimination des déchets ; récupération";EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3831Z;Démantèlement d'épaves;38;"Collecte, traitement et élimination des déchets ; récupération";EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3832Z;Récupération de déchets triés;38;"Collecte, traitement et élimination des déchets ; récupération";EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
3900Z;Dépollution et autres services de gestion des déchets;39;Dépollution et autres services de gestion des déchets;EZ;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";DE;Industries extractives,  energie, eau;2;Industrie;GS1;Industrie
4110A;Promotion immobilière de logements;41;Construction de bâtiments;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4110B;Promotion immobilière de bureaux;41;Construction de bâtiments;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4110C;Promotion immobilière d'autres bâtiments;41;Construction de bâtiments;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4110D;Supports juridiques de programmes;41;Construction de bâtiments;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4120A;Construction de maisons individuelles;41;Construction de bâtiments;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4120B;Construction d'autres bâtiments;41;Construction de bâtiments;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4211Z;Construction de routes et autoroutes;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4212Z;Construction de voies ferrées de surface et souterraines;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4213A;Construction d'ouvrages d'art;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4213B;Construction et entretien de tunnels;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4221Z;Construction de réseaux pour fluides;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4222Z;Construction de réseaux électriques et de télécommunications;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4291Z;Construction d'ouvrages maritimes et fluviaux;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4299Z;Construction d'autres ouvrages de génie civil n.c.a.;42;Génie civil;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4311Z;Travaux de démolition;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4312A;Travaux de terrassement courants et travaux préparatoires;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4312B;Travaux de terrassement spécialisés ou de grande masse;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4313Z;Forages et sondages;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4321A;Travaux d'installation électrique dans tous locaux;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4321B;Travaux d'installation électrique sur la voie publique;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4322A;Travaux d'installation d'eau et de gaz en tous locaux;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4322B;Travaux d'installation d'équipements thermiques et de climatisation;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4329A;Travaux d'isolation;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4329B;autres travaux d'installation n.c.a.;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4331Z;Travaux de plâtrerie;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4332A;Travaux de menuiserie bois et pvc;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4332B;Travaux de menuiserie métallique et serrurerie;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4332C;Agencement de lieux de vente;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4333Z;Travaux de revêtement des sols et des murs;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4334Z;Travaux de peinture et vitrerie;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4339Z;autres travaux de finition;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4391A;Travaux de charpente;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4391B;Travaux de couverture par éléments;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4399A;Travaux d'étanchéification;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4399B;Travaux de montage de structures métalliques;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4399C;Travaux de maçonnerie générale et gros oeuvre de bâtiment;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4399D;autres travaux spécialisés de construction;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4399E;Location avec opérateur de matériel de construction;43;Travaux de construction spécialisés;FZ;Construction;FZ;Construction;3;BTP;GS2;Construction
4511Z;Commerce de voitures et de véhicules automobiles légers;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4519Z;Commerce d'autres véhicules automobiles;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4520A;Entretien et réparation de véhicules automobiles légers;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4520B;Entretien et réparation d'autres véhicules automobiles;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4531Z;Commerce de gros d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4532Z;Commerce de détail d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4540Z;Commerce et réparation de motocycles;45;Commerce et réparation d'automobiles et de motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4611Z;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4612A;Centrales d'achat de carburant;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4612B;autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4613Z;Intermédiaires du commerce en bois et matériaux de construction;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4614Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4615Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4616Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4617A;Centrales d'achat alimentaires;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4617B;autres intermédiaires du commerce en denrées, boissons et tabac;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4618Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4619A;Centrales d'achat non alimentaires;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4619B;autres intermédiaires du commerce en produits divers;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4621Z;Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4622Z;Commerce de gros de fleurs et plantes;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4623Z;Commerce de gros d'animaux vivants;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4624Z;Commerce de gros de cuirs et peaux;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4631Z;Commerce de gros de fruits et légumes;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4632A;Commerce de gros de viandes de boucherie;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4632B;Commerce de gros de produits à base de viande;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4632C;Commerce de gros de volailles et gibier;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4633Z;Commerce de gros de produits laitiers, oeufs, huiles et matières grasses comestibles;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4634Z;Commerce de gros de boissons;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4635Z;Commerce de gros de produits à base de tabac;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4636Z;Commerce de gros de sucre, chocolat et confiserie;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4637Z;Commerce de gros de café, thé, cacao et épices;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4638A;Commerce de gros de poissons, crustacés et mollusques;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4638B;Commerce de gros alimentaire spécialisé divers;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4639A;Commerce de gros de produits surgelés;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4639B;Commerce de gros alimentaire non spécialisé;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4641Z;Commerce de gros de textiles;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4642Z;Commerce de gros d'habillement et de chaussures;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4643Z;Commerce de gros d'appareils électroménagers;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4644Z;Commerce de gros de vaisselle, verrerie et produits d'entretien;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4645Z;Commerce de gros de parfumerie et de produits de beauté;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4646Z;Commerce de gros de produits pharmaceutiques;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4647Z;Commerce de gros de meubles, de tapis et d'appareils d'éclairage;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4648Z;Commerce de gros d'articles d'horlogerie et de bijouterie;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4649Z;Commerce de gros d'autres biens domestiques;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4651Z;Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4652Z;Commerce de gros de composants et d'équipements électroniques et de télécommunication;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4661Z;Commerce de gros de matériel agricole;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4662Z;Commerce de gros de machines-outils;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4663Z;Commerce de gros de machines pour l'extraction, la construction et le génie civil;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4664Z;Commerce de gros de machines pour l'industrie textile et l'habillement;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4665Z;Commerce de gros de mobilier de bureau;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4666Z;Commerce de gros d'autres machines et équipements de bureau;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4669A;Commerce de gros de matériel électrique;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4669B;Commerce de gros de fournitures et équipements industriels divers;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4669C;Commerce de gros de fournitures et équipements divers pour le commerce et les services;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4671Z;Commerce de gros de combustibles et de produits annexes;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4672Z;Commerce de gros de minerais et métaux;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4673A;Commerce de gros de bois et de matériaux de construction;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4673B;Commerce de gros d'appareils sanitaires et de produits de décoration;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4674A;Commerce de gros de quincaillerie;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4674B;Commerce de gros de fournitures pour la plomberie et le chauffage;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4675Z;Commerce de gros de produits chimiques;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4676Z;Commerce de gros d'autres produits intermédiaires;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4677Z;Commerce de gros de déchets et débris;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4690Z;Commerce de gros non spécialisé;46;Commerce de gros, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4711A;Commerce de détail de produits surgelés;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4711B;Commerce d'alimentation générale;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4711C;Supérettes;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4711D;Supermarchés;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4711E;Magasins multi-commerces;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4711F;Hypermarchés;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4719A;Grands magasins;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4719B;autres commerces de détail en magasin non spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4725Z;Commerce de détail de boissons en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
